study,profession,pop,group1,group2,h,rl_sm,n_creative,n_left_creative,n_right_creative,n_control,n_left_control,n_right_control,PL_creative,PL_control,es_type,lower,effect,upper,chi_sq,p,correction,method,notes,comparison,pref_success,include,exclude_rnr,model_obj
fry_1990,Music,Students,Music theory/composition,Landscape Architecture,0-split,R/L,31,6,25,32,5,27,19.35483870967742,15.625,RR,0.42101669686377385,1.238709677419355,3.644514995159065,NA,NA,FALSE,Unconditional MLE & normal approximation (Wald) CI,NA,R/L,pref,0,0,
fry_1990,Music,Students,Music theory/composition,Architecture,0-split,R/L,31,6,25,69,12,57,19.35483870967742,17.391304347826086,OR,0.3958180123402547,1.1400000000000001,3.3096858172853976,0,0.9999999999999997,NA,Score,NA,R/L,pref,0,0,
fry_1990,Music,Students,Music theory/composition,Architecture,0-split,R/L,31,6,25,69,12,57,19.35483870967742,17.391304347826086,RR,0.459948069214817,1.1129032258064515,2.692811804003777,NA,NA,FALSE,Unconditional MLE & normal approximation (Wald) CI,NA,R/L,pref,0,0,
fry_1990,Music,Students,Music theory/composition,Law,0-split,R/L,31,6,25,69,15,54,19.35483870967742,21.73913043478261,OR,0.3078863670964176,0.8639999999999999,2.4464915668706118,0,0.9957644536713063,NA,Score,NA,R/L,pref,0,0,
fry_1990,Music,Students,Music theory/composition,Law,0-split,R/L,31,6,25,69,15,54,19.35483870967742,21.73913043478261,RR,0.38182924973360843,0.8903225806451613,2.075991554234482,NA,NA,FALSE,Unconditional MLE & normal approximation (Wald) CI,NA,R/L,pref,0,0,
fry_1990,Music,Students,Music theory/composition,Non-music,0-split,R/L,31,6,25,335,47,288,19.35483870967742,14.029850746268657,OR,0.5884852416653761,1.4706382978723402,3.6935718752132702,0.29,0.5896811603503079,NA,Score,NA,R/L,pref,1,0,
fry_1990,Music,Students,Music theory/composition,Non-music,0-split,R/L,31,6,25,335,47,288,19.35483870967742,14.029850746268657,RR,0.6413773864266056,1.3795470144131776,2.967285727954324,NA,NA,FALSE,Unconditional MLE & normal approximation (Wald) CI,NA,R/L,pref,1,0,
fry_1990,Architecture,Students,Architecture,Microbiology,0-split,R/L,69,12,57,67,5,62,17.391304347826086,7.462686567164178,OR,0.8938027634733442,2.610526315789474,7.578966599139249,2.22,0.13595367119208773,NA,Score,NA,R/L,pref,0,0,
fry_1990,Architecture,Students,Architecture,Microbiology,0-split,R/L,69,12,57,67,5,62,17.391304347826086,7.462686567164178,RR,0.8679935519288371,2.330434782608696,6.256873987052035,NA,NA,FALSE,Unconditional MLE & normal approximation (Wald) CI,NA,R/L,pref,0,0,
fry_1990,Architecture,Students,Architecture,Accounting,0-split,R/L,69,12,57,54,5,49,17.391304347826086,9.25925925925926,OR,0.7000666455132778,2.063157894736842,6.037915119831637,1.07,0.3013027505469764,NA,Score,NA,R/L,pref,0,0,
fry_1990,Architecture,Students,Architecture,Accounting,0-split,R/L,69,12,57,54,5,49,17.391304347826086,9.25925925925926,RR,0.7045001476076963,1.8782608695652174,5.007612711111015,NA,NA,FALSE,Unconditional MLE & normal approximation (Wald) CI,NA,R/L,pref,0,0,
fry_1990,Architecture,Students,Architecture,Industrial Design,0-split,R/L,69,12,57,44,5,39,17.391304347826086,11.363636363636363,OR,0.5516544661044355,1.6421052631578947,4.84911214129045,0.36,0.5457679576680269,NA,Score,NA,R/L,pref,0,0,
fry_1990,Architecture,Students,Architecture,Industrial Design,0-split,R/L,69,12,57,44,5,39,17.391304347826086,11.363636363636363,RR,0.578809131998276,1.5304347826086957,4.046637301198458,NA,NA,FALSE,Unconditional MLE & normal approximation (Wald) CI,NA,R/L,pref,0,0,
fry_1990,Architecture,Students,Architecture,Landscape Architecture,0-split,R/L,69,12,57,32,5,27,17.391304347826086,15.625,OR,0.37360836472411796,1.1368421052631579,3.4248608771401776,0,0.9999999999999989,NA,Score,NA,R/L,pref,0,0,
fry_1990,Architecture,Students,Architecture,Landscape Architecture,0-split,R/L,69,12,57,32,5,27,17.391304347826086,15.625,RR,0.42816258412104674,1.1130434782608696,2.893447093333154,NA,NA,FALSE,Unconditional MLE & normal approximation (Wald) CI,NA,R/L,pref,0,0,
fry_1990,Architecture,Students,Architecture,Music theory/composition,0-split,R/L,69,12,57,31,6,25,17.391304347826086,19.35483870967742,OR,0.3021434828578969,0.8771929824561403,2.5264135759955697,0,0.9999999999999997,NA,Score,NA,R/L,pref,0,0,
fry_1990,Architecture,Students,Architecture,Music theory/composition,0-split,R/L,69,12,57,31,6,25,17.391304347826086,19.35483870967742,RR,0.37135903761011485,0.8985507246376812,2.1741584907772573,NA,NA,FALSE,Unconditional MLE & normal approximation (Wald) CI,NA,R/L,pref,0,0,
fry_1990,Architecture,Students,Architecture,Law,0-split,R/L,69,12,57,69,15,54,17.391304347826086,21.73913043478261,OR,0.32885077620669423,0.7578947368421052,1.7484490783251285,0.18,0.6678018064766084,NA,Score,NA,R/L,pref,0,0,
fry_1990,Architecture,Students,Architecture,Law,0-split,R/L,69,12,57,69,15,54,17.391304347826086,21.73913043478261,RR,0.40455850591066417,0.8,1.5819714346614846,NA,NA,FALSE,Unconditional MLE & normal approximation (Wald) CI,NA,R/L,pref,0,0,
fry_1990,Architecture,Students,Architecture,Non-architecture,0-split,R/L,69,12,57,297,41,256,17.391304347826086,13.804713804713806,OR,0.6560294354540979,1.3145057766367136,2.6391849542725137,0.33,0.5668125051440013,NA,Score,NA,R/L,pref,1,0,
fry_1990,Architecture,Students,Architecture,Non-architecture,0-split,R/L,69,12,57,297,41,256,17.391304347826086,13.804713804713806,RR,0.7000636888680111,1.2598091198303285,2.267106612791197,NA,NA,FALSE,Unconditional MLE & normal approximation (Wald) CI,NA,R/L,pref,1,0,
fry_1990,Music,Students,Music theory/composition,Microbiology,EHI,R/L,31,NA,NA,67,NA,NA,31,67,d,-0.8002161898723944,-0.37219764908348985,0.0577294186528803,NA,NA,NA,NA,NA,R/L,pref,0,0,
fry_1990,Music,Students,Music theory/composition,Accounting,EHI,R/L,31,NA,NA,54,NA,NA,31,54,d,-0.9496945045155949,-0.5029541735873874,-0.05327334434489238,NA,NA,NA,NA,NA,R/L,pref,0,0,
fry_1990,Music,Students,Music theory/composition,Industrial Design,EHI,R/L,31,NA,NA,44,NA,NA,31,44,d,-0.7188449346833189,-0.25823102989369445,0.20413301829507585,NA,NA,NA,NA,NA,R/L,pref,0,0,
fry_1990,Music,Students,Music theory/composition,Landscape Architecture,EHI,R/L,31,NA,NA,32,NA,NA,31,32,d,-0.5830142799272802,-0.08920271071251806,0.4053417989568283,NA,NA,NA,NA,NA,R/L,pref,0,0,
fry_1990,Music,Students,Music theory/composition,Architecture,EHI,R/L,31,NA,NA,69,NA,NA,31,69,d,-0.5743356803568845,-0.15041240127318978,0.2742710926234378,NA,NA,NA,NA,NA,R/L,pref,0,0,
fry_1990,Music,Students,Music theory/composition,Law,EHI,R/L,31,NA,NA,69,NA,NA,31,69,d,-0.4536193557214114,-0.029892213881585163,0.3939870095135646,NA,NA,NA,NA,NA,R/L,pref,0,0,
fry_1990,Music,Students,Music theory/composition,Non-music,EHI,R/L,31,NA,NA,335,NA,NA,31,335,d,-0.589775044507291,-0.22162707589771918,0.14682391682349846,NA,NA,NA,NA,NA,R/L,pref,1,0,
fry_1990,Architecture,Students,Architecture,Microbiology,EHI,R/L,69,NA,NA,67,NA,NA,69,67,d,-0.5377936291409418,-0.20113942521251785,0.13626095535048063,NA,NA,NA,NA,NA,R/L,pref,0,0,
fry_1990,Architecture,Students,Architecture,Accounting,EHI,R/L,69,NA,NA,54,NA,NA,69,54,d,-0.6902060025624246,-0.33233166845320805,0.02689940033616769,NA,NA,NA,NA,NA,R/L,pref,0,0,
fry_1990,Architecture,Students,Architecture,Industrial Design,EHI,R/L,69,NA,NA,44,NA,NA,69,44,d,-0.47466170446560996,-0.09653999843888278,0.28201459768440784,NA,NA,NA,NA,NA,R/L,pref,0,0,
fry_1990,Architecture,Students,Architecture,Landscape Architecture,EHI,R/L,69,NA,NA,32,NA,NA,69,32,d,-0.360841477499257,0.0585739585619234,0.47769640528288787,NA,NA,NA,NA,NA,R/L,pref,0,0,
fry_1990,Architecture,Students,Architecture,Music theory/composition,EHI,R/L,69,NA,NA,31,NA,NA,69,31,d,-0.27427109262343796,0.15041240127318978,0.5743356803568849,NA,NA,NA,NA,NA,R/L,pref,0,0,
fry_1990,Architecture,Students,Architecture,Law,EHI,R/L,69,NA,NA,69,NA,NA,69,69,d,-0.2205492448123962,0.11361654857178831,0.44736864796581294,NA,NA,NA,NA,NA,R/L,pref,0,0,
fry_1990,Architecture,Students,Architecture,Non-architecture,EHI,R/L,69,NA,NA,297,NA,NA,69,297,d,-0.32079193799186345,-0.058865744551958754,0.20313774429441891,NA,NA,NA,NA,NA,R/L,pref,1,0,
oldfield_1969,Music,Students/Faculty,Music students and faculty,Psychology undergrads,1i_2pt,R/L,129,27,102,1128,224,904,20.930232558139537,19.858156028368796,OR,0.683801618089837,1.0682773109243697,1.6689290911942094,0.03,0.8632079329684661,NA,Score,NA,SR/(M+SL),preference,0,0,
oldfield_1969,Music,Students/Faculty,Music students and faculty,Psychology undergrads,1i_2pt,R/L,129,27,102,1128,224,904,20.930232558139537,19.858156028368796,RR,0.7388024547159242,1.053986710963455,1.5036333187532622,NA,NA,FALSE,Unconditional MLE & normal approximation (Wald) CI,NA,SR/(M+SL),preference,0,0,
oldfield_1969,Music,Students/Faculty,Music students and faculty,Psychology undergrads,22i_3pt,R/L,129,13,116,1128,157,971,10.077519379844961,13.918439716312056,OR,0.3841880950809576,0.6931144300461235,1.2516994329300246,1.15,0.28348758270215524,NA,Score,NA,0-split,preference,1,0,
oldfield_1969,Music,Students/Faculty,Music students and faculty,Psychology undergrads,22i_3pt,R/L,129,13,116,1128,157,971,10.077519379844961,13.918439716312056,RR,0.42382855528488983,0.724040882832173,1.2369039166320712,NA,NA,FALSE,Unconditional MLE & normal approximation (Wald) CI,NA,0-split,preference,1,0,
byrne_1974,Music,Students,Singers,General students,EHI,R/L,109,7,102,678,38,640,6.422018348623854,5.604719764011799,OR,0.5126653086271842,1.1558307533539733,2.6110952570379564,0.01,0.9053716492232731,NA,Score,NA,SR/SL,preference,1,0,
byrne_1974,Music,Students,Singers,General students,EHI,R/L,109,7,102,678,38,640,6.422018348623854,5.604719764011799,RR,0.5250630470255977,1.1458232737807823,2.5004825271463123,NA,NA,FALSE,Unconditional MLE & normal approximation (Wald) CI,NA,SR/SL,preference,1,0,
byrne_1974,Music,Students,Instrumental musicians,General students,EHI,R/L,75,3,72,678,38,640,4,5.604719764011799,OR,0.22448198015374354,0.7017543859649122,2.202546553985697,0.1,0.7542617018025489,NA,Score,NA,SR/SL,preference,1,0,
byrne_1974,Music,Students,Instrumental musicians,General students,EHI,R/L,75,3,72,678,38,640,4,5.604719764011799,RR,0.2257634893422657,0.7136842105263158,2.2561006380548307,NA,NA,FALSE,Unconditional MLE & normal approximation (Wald) CI,NA,SR/SL,preference,1,0,
byrne_1974,Music,Students,Singers,General students,EHI,S/M,134,25,109,864,186,678,18.65671641791045,21.52777777777778,OR,0.5271876378043221,0.8360461675051791,1.3258527781706764,0.41,0.5198061829648812,NA,Score,NA,(SR+SL)/M,preference,1,0,
byrne_1974,Music,Students,Singers,General students,EHI,S/M,134,25,109,864,186,678,18.65671641791045,21.52777777777778,RR,0.5951745237139552,0.8666345690900337,1.2619079722283788,NA,NA,FALSE,Unconditional MLE & normal approximation (Wald) CI,NA,(SR+SL)/M,preference,1,0,
byrne_1974,Music,Students,Instrumental musicians,General students,EHI,S/M,108,33,75,864,186,678,30.555555555555557,21.52777777777778,OR,1.0348756433080903,1.6038709677419356,2.4881970117834054,3.98,0.04603635072716979,NA,Score,NA,(SR+SL)/M,preference,1,0,
byrne_1974,Music,Students,Instrumental musicians,General students,EHI,S/M,108,33,75,864,186,678,30.555555555555557,21.52777777777778,RR,1.0394387656494186,1.4193548387096775,1.9381306766155835,NA,NA,FALSE,Unconditional MLE & normal approximation (Wald) CI,NA,(SR+SL)/M,preference,1,0,
cosenza_1993,Art,Students,Fine Arts applicants,Non-art/music/ architecture applicants,EHI,R/L,31,4,27,10422,1190,9232,12.903225806451612,11.418153905200537,OR,0.4190883230167553,1.1493308434484906,3.1551400420117504,0,0.999999999999998,NA,Score,NA,SR/SL,preference,1,0,
cosenza_1993,Art,Students,Fine Arts applicants,Non-art/music/ architecture applicants,EHI,R/L,31,4,27,10422,1190,9232,12.903225806451612,11.418153905200537,RR,0.4520946320718216,1.130062347519653,2.8247203542968693,NA,NA,FALSE,Unconditional MLE & normal approximation (Wald) CI,NA,SR/SL,preference,1,0,
cosenza_1993,Architecture,Students,Architecture applicants,Non-art/music/ architecture applicants,EHI,R/L,347,42,305,10422,1190,9232,12.103746397694524,11.418153905200537,OR,0.7701931027665829,1.0683124397299906,1.4818250965663702,0.1,0.7573258350370756,NA,Score,NA,SR/SL,preference,1,0,
cosenza_1993,Architecture,Students,Architecture applicants,Non-art/music/ architecture applicants,EHI,R/L,347,42,305,10422,1190,9232,12.103746397694524,11.418153905200537,RR,0.7943553805827971,1.0600440752669944,1.4145978852490857,NA,NA,FALSE,Unconditional MLE & normal approximation (Wald) CI,NA,SR/SL,preference,1,0,
cosenza_1993,Music,Students,Music applicants,Non-art/music/ architecture applicants,EHI,R/L,4,2,2,10422,1190,9232,50,11.418153905200537,OR,1.3678390739073836,7.757983193277311,44.00101179683704,2.69,0.10128337307504183,NA,Score,NA,SR/SL,preference,1,0,
cosenza_1993,Music,Students,Music applicants,Non-art/music/ architecture applicants,EHI,R/L,4,2,2,10422,1190,9232,50,11.418153905200537,RR,1.6411194372182405,4.378991596638656,11.684443538085977,NA,NA,FALSE,Unconditional MLE & normal approximation (Wald) CI,NA,SR/SL,preference,1,0,
cosenza_1993,Art,Students,Fine Arts applicants,Non-art/music/ architecture applicants,EHI,S/M,51,20,31,16005,5583,10422,39.21568627450981,34.882849109653236,OR,0.6906362021304807,1.2043472985387669,2.100168527255386,0.25,0.6163549946233768,NA,Score,NA,(SR+SL)/M,preference,1,0,
cosenza_1993,Art,Students,Fine Arts applicants,Non-art/music/ architecture applicants,EHI,S/M,51,20,31,16005,5583,10422,39.21568627450981,34.882849109653236,RR,0.7983080123999314,1.124211103033368,1.5831616175115448,NA,NA,FALSE,Unconditional MLE & normal approximation (Wald) CI,NA,(SR+SL)/M,preference,1,0,
cosenza_1993,Architecture,Students,Architecture applicants,Non-art/music/ architecture applicants,EHI,S/M,526,179,347,16005,5583,10422,34.030418250950575,34.882849109653236,OR,0.8017066644557878,0.9629572276068612,1.1566407806148775,0.13,0.7209422627809424,NA,Score,NA,(SR+SL)/M,preference,1,0,
cosenza_1993,Architecture,Students,Architecture applicants,Non-art/music/ architecture applicants,EHI,S/M,526,179,347,16005,5583,10422,34.030418250950575,34.882849109653236,RR,0.8645086617015779,0.975563037983994,1.100883407237726,NA,NA,FALSE,Unconditional MLE & normal approximation (Wald) CI,NA,(SR+SL)/M,preference,1,0,
cosenza_1993,Music,Students,Music applicants,Non-art/music/ architecture applicants,EHI,S/M,10,6,4,16005,5583,10422,60,34.882849109653236,OR,0.8486543958304549,2.800107469102633,9.238863166262046,1.78,0.18219520737120184,NA,Score,NA,(SR+SL)/M,preference,1,0,
cosenza_1993,Music,Students,Music applicants,Non-art/music/ architecture applicants,EHI,S/M,10,6,4,16005,5583,10422,60,34.882849109653236,RR,1.0364964940607053,1.720042987641053,2.8543732625108946,NA,NA,FALSE,Unconditional MLE & normal approximation (Wald) CI,NA,(SR+SL)/M,preference,1,0,
nlsy79,Architecture,Professionals,"Architects, except naval","Non-art, architecture, music",1i_2pt,R/L,9,0,9,5468,722,4746,0,13.204096561814191,OR,0,0,2.812404646828982,0.46,0.49847179896801425,NA,Score,NA,R/L,mix,1,0,
nlsy79,Architecture,Professionals,"Architects, except naval","Non-art, architecture, music",1i_2pt,R/L,9,0,9,5468,722,4746,0,13.204096561814191,RR,0,0,NA,NA,NA,FALSE,Unconditional MLE & normal approximation (Wald) CI,NA,R/L,mix,1,0,
nlsy79,Art,Professionals,"Art, drama, and music teachers","Non-art, architecture, music",1i_2pt,R/L,1,0,1,5468,722,4746,0,13.204096561814191,OR,0,0,25.303471397879402,0,0.9999999999999982,NA,Score,NA,R/L,mix,0,0,
nlsy79,Art,Professionals,"Art, drama, and music teachers","Non-art, architecture, music",1i_2pt,R/L,1,0,1,5468,722,4746,0,13.204096561814191,RR,0,0,NA,NA,NA,FALSE,Unconditional MLE & normal approximation (Wald) CI,NA,R/L,mix,0,0,
nlsy79,Art,Professionals,"Artists, performers, and related workers NEC","Non-art, architecture, music",1i_2pt,R/L,9,0,9,5468,722,4746,0,13.204096561814191,OR,0,0,2.812404646828982,0.46,0.49847179896801425,NA,Score,NA,R/L,mix,0,0,
nlsy79,Art,Professionals,"Artists, performers, and related workers NEC","Non-art, architecture, music",1i_2pt,R/L,9,0,9,5468,722,4746,0,13.204096561814191,RR,0,0,NA,NA,NA,FALSE,Unconditional MLE & normal approximation (Wald) CI,NA,R/L,mix,0,0,
nlsy79,Art,Professionals,Authors,"Non-art, architecture, music",1i_2pt,R/L,2,0,2,5468,722,4746,0,13.204096561814191,OR,0,0,12.657980235099675,0,0.9999999999999268,NA,Score,NA,R/L,mix,0,0,
nlsy79,Art,Professionals,Authors,"Non-art, architecture, music",1i_2pt,R/L,2,0,2,5468,722,4746,0,13.204096561814191,RR,0,0,NA,NA,NA,FALSE,Unconditional MLE & normal approximation (Wald) CI,NA,R/L,mix,0,0,
nlsy79,Art,Professionals,Designers,"Non-art, architecture, music",1i_2pt,R/L,14,1,13,5468,722,4746,7.142857142857142,13.204096561814191,OR,0.08455265493123494,0.5056467078627743,3.0269217681429574,0.08,0.7841143671051055,NA,Score,NA,R/L,mix,0,0,
nlsy79,Art,Professionals,Designers,"Non-art, architecture, music",1i_2pt,R/L,14,1,13,5468,722,4746,7.142857142857142,13.204096561814191,RR,0.08173238265286636,0.5409576573011476,3.5804069023122156,NA,NA,FALSE,Unconditional MLE & normal approximation (Wald) CI,NA,R/L,mix,0,0,
nlsy79,Art,Professionals,"Painters, sculptors, craft-artists, and artist printmakers","Non-art, architecture, music",1i_2pt,R/L,12,1,11,5468,722,4746,8.333333333333332,13.204096561814191,OR,0.09903101235995199,0.5975824729287333,3.609595703861824,0.01,0.9433513939919386,NA,Score,NA,R/L,mix,0,0,
nlsy79,Art,Professionals,"Painters, sculptors, craft-artists, and artist printmakers","Non-art, architecture, music",1i_2pt,R/L,12,1,11,5468,722,4746,8.333333333333332,13.204096561814191,RR,0.09651891144967698,0.6311172668513388,4.126745717864568,NA,NA,FALSE,Unconditional MLE & normal approximation (Wald) CI,NA,R/L,mix,0,0,
nlsy79,Art,Professionals,Photographers,"Non-art, architecture, music",1i_2pt,R/L,5,0,5,5468,722,4746,0,13.204096561814191,OR,0,0,5.061921019932157,0.04,0.8328748325396236,NA,Score,NA,R/L,mix,0,0,
nlsy79,Art,Professionals,Photographers,"Non-art, architecture, music",1i_2pt,R/L,5,0,5,5468,722,4746,0,13.204096561814191,RR,0,0,NA,NA,NA,FALSE,Unconditional MLE & normal approximation (Wald) CI,NA,R/L,mix,0,0,
nlsy79,Art,Professionals,Artistic occupations,"Non-art, architecture, music",2i_2pt,R/L,43,2,41,5468,722,4746,4.651162790697675,13.204096561814191,OR,0.08534199049481972,0.32065400986419834,1.2047878593625108,2.04,0.15352888649019686,NA,Score,NA,R/L,mix,1,0,
nlsy79,Art,Professionals,Artistic occupations,"Non-art, architecture, music",2i_2pt,R/L,43,2,41,5468,722,4746,4.651162790697675,13.204096561814191,RR,0.09086278337142227,0.3522514977774915,1.3655879016965211,NA,NA,FALSE,Unconditional MLE & normal approximation (Wald) CI,NA,R/L,mix,1,0,
nlsy79,Music,Professionals,Musicians and composers,"Non-art, architecture, music",1i_2pt,R/L,12,0,12,5468,722,4746,0,13.204096561814191,OR,0,0,2.1089364487341977,0.85,0.35565505782487516,NA,Score,NA,R/L,mix,1,0,
nlsy79,Music,Professionals,Musicians and composers,"Non-art, architecture, music",1i_2pt,R/L,12,0,12,5468,722,4746,0,13.204096561814191,RR,0,0,NA,NA,NA,FALSE,Unconditional MLE & normal approximation (Wald) CI,NA,R/L,mix,1,0,
nlsy79,Architecture,Professionals,"Architects, except naval","Non-art, architecture, music",1i_2pt,S/M,9,0,9,5468,120,5348,0,2.194586686174104,OR,0,0,19.16490042454868,0,0.9999999999999944,NA,Score,NA,(SR+SL)/M,mix,1,0,
nlsy79,Architecture,Professionals,"Architects, except naval","Non-art, architecture, music",1i_2pt,S/M,9,0,9,5468,120,5348,0,2.194586686174104,RR,0,0,NA,NA,NA,FALSE,Unconditional MLE & normal approximation (Wald) CI,NA,(SR+SL)/M,mix,1,0,
nlsy79,Art,Professionals,"Art, drama, and music teachers","Non-art, architecture, music",1i_2pt,S/M,1,0,1,5468,120,5348,0,2.194586686174104,OR,0,0,172.25617096967972,0,0.99999999999872,NA,Score,NA,(SR+SL)/M,mix,0,0,
nlsy79,Art,Professionals,"Art, drama, and music teachers","Non-art, architecture, music",1i_2pt,S/M,1,0,1,5468,120,5348,0,2.194586686174104,RR,0,0,NA,NA,NA,FALSE,Unconditional MLE & normal approximation (Wald) CI,NA,(SR+SL)/M,mix,0,0,
nlsy79,Art,Professionals,"Artists, performers, and related workers NEC","Non-art, architecture, music",1i_2pt,S/M,9,0,9,5468,120,5348,0,2.194586686174104,OR,0,0,19.16490042454868,0,0.9999999999999944,NA,Score,NA,(SR+SL)/M,mix,0,0,
nlsy79,Art,Professionals,"Artists, performers, and related workers NEC","Non-art, architecture, music",1i_2pt,S/M,9,0,9,5468,120,5348,0,2.194586686174104,RR,0,0,NA,NA,NA,FALSE,Unconditional MLE & normal approximation (Wald) CI,NA,(SR+SL)/M,mix,0,0,
nlsy79,Art,Professionals,Authors,"Non-art, architecture, music",1i_2pt,S/M,2,0,2,5468,120,5348,0,2.194586686174104,OR,0,0,86.25676644899309,0,0.9999999999992634,NA,Score,NA,(SR+SL)/M,mix,0,0,
nlsy79,Art,Professionals,Authors,"Non-art, architecture, music",1i_2pt,S/M,2,0,2,5468,120,5348,0,2.194586686174104,RR,0,0,NA,NA,NA,FALSE,Unconditional MLE & normal approximation (Wald) CI,NA,(SR+SL)/M,mix,0,0,
nlsy79,Art,Professionals,Designers,"Non-art, architecture, music",1i_2pt,S/M,14,0,14,5468,120,5348,0,2.194586686174104,OR,0,0,12.308644932840904,0,0.9999999999999962,NA,Score,NA,(SR+SL)/M,mix,0,0,
nlsy79,Art,Professionals,Designers,"Non-art, architecture, music",1i_2pt,S/M,14,0,14,5468,120,5348,0,2.194586686174104,RR,0,0,NA,NA,NA,FALSE,Unconditional MLE & normal approximation (Wald) CI,NA,(SR+SL)/M,mix,0,0,
nlsy79,Art,Professionals,"Painters, sculptors, craft-artists, and artist printmakers","Non-art, architecture, music",1i_2pt,S/M,12,1,11,5468,120,5348,8.333333333333332,2.194586686174104,OR,0.668067658049358,4.051515151515152,24.693626478222487,0.21,0.6439098486546675,NA,Score,NA,(SR+SL)/M,mix,0,0,
nlsy79,Art,Professionals,"Painters, sculptors, craft-artists, and artist printmakers","Non-art, architecture, music",1i_2pt,S/M,12,1,11,5468,120,5348,8.333333333333332,2.194586686174104,RR,0.5766170988649896,3.797222222222222,25.00601635525613,NA,NA,FALSE,Unconditional MLE & normal approximation (Wald) CI,NA,(SR+SL)/M,mix,0,0,
nlsy79,Art,Professionals,Photographers,"Non-art, architecture, music",1i_2pt,S/M,5,0,5,5468,120,5348,0,2.194586686174104,OR,0,0,34.52853899445947,0,0.9999999999999846,NA,Score,NA,(SR+SL)/M,mix,0,0,
nlsy79,Art,Professionals,Photographers,"Non-art, architecture, music",1i_2pt,S/M,5,0,5,5468,120,5348,0,2.194586686174104,RR,0,0,NA,NA,NA,FALSE,Unconditional MLE & normal approximation (Wald) CI,NA,(SR+SL)/M,mix,0,0,
nlsy79,Art,Professionals,Artistic occupations,"Non-art, architecture, music",2i_2pt,S/M,43,1,42,5468,120,5348,2.3255813953488373,2.194586686174104,OR,0.18301948496949966,1.0611111111111111,6.164424677779595,0,0.999999999999885,NA,Score,NA,(SR+SL)/M,mix,1,0,
nlsy79,Art,Professionals,Artistic occupations,"Non-art, architecture, music",2i_2pt,S/M,43,1,42,5468,120,5348,2.3255813953488373,2.194586686174104,RR,0.1515062600754096,1.0596899224806202,7.4118569836524095,NA,NA,FALSE,Unconditional MLE & normal approximation (Wald) CI,NA,(SR+SL)/M,mix,1,0,
nlsy79,Music,Professionals,Musicians and composers,"Non-art, architecture, music",1i_2pt,S/M,12,0,12,5468,120,5348,0,2.194586686174104,OR,0,0,14.356817361739239,0,0.9999999999997385,NA,Score,NA,(SR+SL)/M,mix,1,0,
nlsy79,Music,Professionals,Musicians and composers,"Non-art, architecture, music",1i_2pt,S/M,12,0,12,5468,120,5348,0,2.194586686174104,RR,0,0,NA,NA,NA,FALSE,Unconditional MLE & normal approximation (Wald) CI,NA,(SR+SL)/M,mix,1,0,
nlsy97,Architecture,Professionals,"Architects, except naval","Non-art, architecture, music",3i_3pt,R/L,4,0,4,6090,1183,4907,0,19.42528735632184,OR,0,0,3.9911358049918815,0.12,0.7266004053194707,NA,Score,NA,SR/SL,mix,1,0,
nlsy97,Architecture,Professionals,"Architects, except naval","Non-art, architecture, music",3i_3pt,R/L,4,0,4,6090,1183,4907,0,19.42528735632184,RR,0,0,NA,NA,NA,FALSE,Unconditional MLE & normal approximation (Wald) CI,NA,SR/SL,mix,1,0,
nlsy97,Art,Professionals,Artists and related workers,"Non-art, architecture, music",3i_3pt,R/L,13,3,10,6090,1183,4907,23.076923076923077,19.42528735632184,OR,0.3685742165975841,1.2443786982248521,4.2012660540670215,0,0.9999999999997885,NA,Score,NA,SR/SL,mix,0,0,
nlsy97,Art,Professionals,Artists and related workers,"Non-art, architecture, music",3i_3pt,R/L,13,3,10,6090,1183,4907,23.076923076923077,19.42528735632184,RR,0.43975998513903425,1.1879836140191171,3.209262131323125,NA,NA,FALSE,Unconditional MLE & normal approximation (Wald) CI,NA,SR/SL,mix,0,0,
nlsy97,Art,Professionals,Designers,"Non-art, architecture, music",3i_3pt,R/L,38,9,29,6090,1183,4907,23.684210526315788,19.42528735632184,OR,0.6172677012804453,1.2872883085084679,2.6845907955091817,0.21,0.64864203447484,NA,Score,NA,SR/SL,mix,0,0,
nlsy97,Art,Professionals,Designers,"Non-art, architecture, music",3i_3pt,R/L,38,9,29,6090,1183,4907,23.684210526315788,19.42528735632184,RR,0.6874342770561263,1.2192463407038305,2.1624782018227893,NA,NA,FALSE,Unconditional MLE & normal approximation (Wald) CI,NA,SR/SL,mix,0,0,
nlsy97,Art,Professionals,Photographers,"Non-art, architecture, music",3i_3pt,R/L,14,2,12,6090,1183,4907,14.285714285714285,19.42528735632184,OR,0.17293916271618073,0.6913214990138067,2.763546483586532,0.02,0.8828186710373853,NA,Score,NA,SR/SL,mix,0,0,
nlsy97,Art,Professionals,Photographers,"Non-art, architecture, music",3i_3pt,R/L,14,2,12,6090,1183,4907,14.285714285714285,19.42528735632184,RR,0.2036337091134169,0.73541842772612,2.655946631792328,NA,NA,FALSE,Unconditional MLE & normal approximation (Wald) CI,NA,SR/SL,mix,0,0,
nlsy97,Art,Professionals,Writers and authors,"Non-art, architecture, music",3i_3pt,R/L,13,5,8,6090,1183,4907,38.46153846153847,19.42528735632184,OR,0.8902811552555899,2.592455621301775,7.549105255956672,1.91,0.16726517078050876,NA,Score,NA,SR/SL,mix,0,0,
