study,profession,pop,group1,group2,h,rl_sm,n_creative,n_left_creative,n_right_creative,n_control,n_left_control,n_right_control,PL_creative,PL_control,es_type,lower,effect,upper,chi_sq,p,correction,method,notes,comparison,pref_success,include,exclude_rnr,model_obj
schacter_1996,Architecture,Professionals,Architects,Mathemeticians,1i_3pt,R/L,141,26,115,143,11,132,18.439716312056735,7.6923076923076925,OR,1.2970366539129605,2.71304347826087,5.669270518367324,6.32,0.011938608873570036,NA,Score,NA,SR/SL,success,0,0,
schacter_1996,Architecture,Professionals,Architects,Mathemeticians,1i_3pt,R/L,141,26,115,143,11,132,18.439716312056735,7.6923076923076925,RR,1.2322053988097126,2.3971631205673756,4.66350093268478,NA,NA,FALSE,Unconditional MLE & normal approximation (Wald) CI,NA,SR/SL,success,0,0,
schacter_1996,Architecture,Professionals,Architects,Librarians,1i_3pt,R/L,141,26,115,79,8,71,18.439716312056735,10.126582278481013,OR,0.8732449482878994,2.006521739130435,4.596734542330002,2.08,0.14928625721352887,NA,Score,NA,SR/SL,success,0,0,
schacter_1996,Architecture,Professionals,Architects,Librarians,1i_3pt,R/L,141,26,115,79,8,71,18.439716312056735,10.126582278481013,RR,0.8661781647714473,1.8209219858156027,3.82803101403687,NA,NA,FALSE,Unconditional MLE & normal approximation (Wald) CI,NA,SR/SL,success,0,0,
schacter_1996,Architecture,Professionals,Architects,Dentists,1i_3pt,R/L,141,26,115,126,10,116,18.439716312056735,7.936507936507936,OR,1.2228608901473796,2.6226086956521737,5.613345622406201,5.42,0.019856987266510227,NA,Score,NA,SR/SL,success,0,0,
schacter_1996,Architecture,Professionals,Architects,Dentists,1i_3pt,R/L,141,26,115,126,10,116,18.439716312056735,7.936507936507936,RR,1.1670032509837063,2.323404255319149,4.625700338953468,NA,NA,FALSE,Unconditional MLE & normal approximation (Wald) CI,NA,SR/SL,success,0,0,
schacter_1996,Architecture,Professionals,Architects,Orthodontists,1i_3pt,R/L,141,26,115,203,19,184,18.439716312056735,9.35960591133005,OR,1.1660457572662952,2.1894736842105265,4.1111551446223595,5.26,0.02180380366134463,NA,Score,NA,SR/SL,success,0,0,
schacter_1996,Architecture,Professionals,Architects,Orthodontists,1i_3pt,R/L,141,26,115,203,19,184,18.439716312056735,9.35960591133005,RR,1.135368194830059,1.9701381112355356,3.418665587971394,NA,NA,FALSE,Unconditional MLE & normal approximation (Wald) CI,NA,SR/SL,success,0,0,
schacter_1996,Architecture,Professionals,Architects,Accountants,1i_3pt,R/L,141,26,115,120,13,107,18.439716312056735,10.833333333333334,OR,0.9167137659017475,1.8608695652173912,3.7736710097146475,2.38,0.12266618112381156,NA,Score,NA,SR/SL,success,0,0,
schacter_1996,Architecture,Professionals,Architects,Accountants,1i_3pt,R/L,141,26,115,120,13,107,18.439716312056735,10.833333333333334,RR,0.9159539513198073,1.7021276595744679,3.1630832153884976,NA,NA,FALSE,Unconditional MLE & normal approximation (Wald) CI,NA,SR/SL,success,0,0,
schacter_1996,Architecture,Professionals,Architects,Psychiatrists,1i_3pt,R/L,141,26,115,111,10,101,18.439716312056735,9.00900900900901,OR,1.0615445075485421,2.283478260869565,4.902159077562815,3.77,0.05206370491830081,NA,Score,NA,SR/SL,success,0,0,
schacter_1996,Architecture,Professionals,Architects,Psychiatrists,1i_3pt,R/L,141,26,115,111,10,101,18.439716312056735,9.00900900900901,RR,1.0311611932070528,2.046808510638298,4.062822676822893,NA,NA,FALSE,Unconditional MLE & normal approximation (Wald) CI,NA,SR/SL,success,0,0,
schacter_1996,Architecture,Professionals,Architects,Lawyers,1i_3pt,R/L,141,26,115,99,16,83,18.439716312056735,16.161616161616163,OR,0.5953519243577028,1.1728260869565217,2.3081253744915493,0.08,0.7758745180281321,NA,Score,NA,SR/SL,success,0,0,
schacter_1996,Architecture,Professionals,Architects,Lawyers,1i_3pt,R/L,141,26,115,99,16,83,18.439716312056735,16.161616161616163,RR,0.6470058927336476,1.1409574468085104,2.0120124253083103,NA,NA,FALSE,Unconditional MLE & normal approximation (Wald) CI,NA,SR/SL,success,0,0,
schacter_1996,Architecture,Professionals,Architects,Non-architects,1i_3pt,R/L,141,26,115,1007,92,915,18.439716312056735,9.136047666335651,OR,1.3995896574566076,2.2485822306238186,3.612574600662163,10.62,0.0011176931767030863,NA,Score,NA,SR/SL,success,1,0,
schacter_1996,Architecture,Professionals,Architects,Non-architects,1i_3pt,R/L,141,26,115,1007,92,915,18.439716312056735,9.136047666335651,RR,1.3555786211411505,2.0183472093740362,3.0051561702549012,NA,NA,FALSE,Unconditional MLE & normal approximation (Wald) CI,NA,SR/SL,success,1,0,
schacter_1996,Architecture,Professionals,Architects,Surgeons,1i_3pt,S/M,148,7,141,132,6,126,4.72972972972973,4.545454545454546,OR,0.35624082237253235,1.0425531914893618,3.048026103598557,0,0.9999999999999996,NA,Score,NA,(SR+SL)/M,success,0,0,
schacter_1996,Architecture,Professionals,Architects,Surgeons,1i_3pt,S/M,148,7,141,132,6,126,4.72972972972973,4.545454545454546,RR,0.358747064420001,1.0405405405405406,3.0180724078087704,NA,NA,FALSE,Unconditional MLE & normal approximation (Wald) CI,NA,(SR+SL)/M,success,0,0,
schacter_1996,Architecture,Professionals,Architects,Mathemeticians,1i_3pt,S/M,148,7,141,145,2,143,4.72972972972973,1.3793103448275863,OR,0.8180953137007859,3.549645390070922,15.2942255660078,1.75,0.18578049928552545,NA,Score,NA,(SR+SL)/M,success,0,0,
schacter_1996,Architecture,Professionals,Architects,Mathemeticians,1i_3pt,S/M,148,7,141,145,2,143,4.72972972972973,1.3793103448275863,RR,0.7244044269788551,3.4290540540540544,16.231833030981413,NA,NA,FALSE,Unconditional MLE & normal approximation (Wald) CI,NA,(SR+SL)/M,success,0,0,
schacter_1996,Architecture,Professionals,Architects,Librarians,1i_3pt,S/M,148,7,141,80,1,79,4.72972972972973,1.25,OR,0.6115059117877417,3.921985815602837,24.85435216197333,0.97,0.32427283393848233,NA,Score,NA,(SR+SL)/M,success,0,0,
schacter_1996,Architecture,Professionals,Architects,Librarians,1i_3pt,S/M,148,7,141,80,1,79,4.72972972972973,1.25,RR,0.4738626957793365,3.7837837837837838,30.213434925234406,NA,NA,FALSE,Unconditional MLE & normal approximation (Wald) CI,NA,(SR+SL)/M,success,0,0,
schacter_1996,Architecture,Professionals,Architects,Dentists,1i_3pt,S/M,148,7,141,132,6,126,4.72972972972973,4.545454545454546,OR,0.35624082237253235,1.0425531914893618,3.048026103598557,0,0.9999999999999996,NA,Score,NA,(SR+SL)/M,success,0,0,
schacter_1996,Architecture,Professionals,Architects,Dentists,1i_3pt,S/M,148,7,141,132,6,126,4.72972972972973,4.545454545454546,RR,0.358747064420001,1.0405405405405406,3.0180724078087704,NA,NA,FALSE,Unconditional MLE & normal approximation (Wald) CI,NA,(SR+SL)/M,success,0,0,
schacter_1996,Architecture,Professionals,Architects,Orthodontists,1i_3pt,S/M,148,7,141,211,8,203,4.72972972972973,3.7914691943127963,OR,0.46303956011230335,1.2597517730496455,3.430725236189625,0.03,0.8654719777867298,NA,Score,NA,(SR+SL)/M,success,0,0,
schacter_1996,Architecture,Professionals,Architects,Orthodontists,1i_3pt,S/M,148,7,141,211,8,203,4.72972972972973,3.7914691943127963,RR,0.46243159273832257,1.2474662162162162,3.3651938687532508,NA,NA,FALSE,Unconditional MLE & normal approximation (Wald) CI,NA,(SR+SL)/M,success,0,0,
schacter_1996,Architecture,Professionals,Architects,Accountants,1i_3pt,S/M,148,7,141,125,5,120,4.72972972972973,4,OR,0.3872859640915516,1.1914893617021278,3.6583093369877964,0,0.9999999999999976,NA,Score,NA,(SR+SL)/M,success,0,0,
schacter_1996,Architecture,Professionals,Architects,Accountants,1i_3pt,S/M,148,7,141,125,5,120,4.72972972972973,4,RR,0.3847757413192868,1.1824324324324325,3.633665813947188,NA,NA,FALSE,Unconditional MLE & normal approximation (Wald) CI,NA,(SR+SL)/M,success,0,0,
schacter_1996,Architecture,Professionals,Architects,Psychiatrists,1i_3pt,S/M,148,7,141,118,7,111,4.72972972972973,5.932203389830509,OR,0.27857493669331174,0.7872340425531916,2.2246704786544464,0.03,0.8728882099930916,NA,Score,NA,(SR+SL)/M,success,0,0,
schacter_1996,Architecture,Professionals,Architects,Psychiatrists,1i_3pt,S/M,148,7,141,118,7,111,4.72972972972973,5.932203389830509,RR,0.28769187780192323,0.7972972972972974,2.209596548691043,NA,NA,FALSE,Unconditional MLE & normal approximation (Wald) CI,NA,(SR+SL)/M,success,0,0,
schacter_1996,Architecture,Professionals,Architects,Lawyers,1i_3pt,S/M,148,7,141,105,6,99,4.72972972972973,5.714285714285714,OR,0.2787866827262772,0.8191489361702128,2.4044715422865686,0,0.9517298980447675,NA,Score,NA,(SR+SL)/M,success,0,0,
schacter_1996,Architecture,Professionals,Architects,Lawyers,1i_3pt,S/M,148,7,141,105,6,99,4.72972972972973,5.714285714285714,RR,0.28637311132500537,0.8277027027027027,2.392304783404916,NA,NA,FALSE,Unconditional MLE & normal approximation (Wald) CI,NA,(SR+SL)/M,success,0,0,
schacter_1996,Architecture,Professionals,Architects,Non-architects,1i_3pt,S/M,148,7,141,1048,41,1007,4.72972972972973,3.9122137404580157,OR,0.5473601245151203,1.2193392146687425,2.719004987562442,0.06,0.8020982768572056,NA,Score,NA,(SR+SL)/M,success,1,0,
schacter_1996,Architecture,Professionals,Architects,Non-architects,1i_3pt,S/M,148,7,141,1048,41,1007,4.72972972972973,3.9122137404580157,RR,0.5526201657665808,1.2089650626235993,2.6448483301672376,NA,NA,FALSE,Unconditional MLE & normal approximation (Wald) CI,NA,(SR+SL)/M,success,1,0,
schacter_1996,Architecture,Professionals,Architects,Surgeons,1i_3pt,S/M,148,33,115,132,11,121,22.2972972972973,8.333333333333332,OR,1.5364473225102309,3.1565217391304348,6.471899124703836,9.24,0.002361960319844885,NA,Score,NA,SR/(M+SL),success,0,1,
schacter_1996,Architecture,Professionals,Architects,Surgeons,1i_3pt,S/M,148,33,115,132,11,121,22.2972972972973,8.333333333333332,RR,1.4097914099428674,2.675675675675676,5.0782266588591405,NA,NA,FALSE,Unconditional MLE & normal approximation (Wald) CI,NA,SR/(M+SL),success,0,1,
schacter_1996,Architecture,Professionals,Architects,Mathemeticians,1i_3pt,S/M,148,33,115,145,13,132,22.2972972972973,8.96551724137931,OR,1.4731620174381026,2.91371237458194,5.751414777965705,8.85,0.0029237122069649393,NA,Score,NA,SR/(M+SL),success,0,1,
schacter_1996,Architecture,Professionals,Architects,Mathemeticians,1i_3pt,S/M,148,33,115,145,13,132,22.2972972972973,8.96551724137931,RR,1.365517029467499,2.487006237006237,4.529566376275747,NA,NA,FALSE,Unconditional MLE & normal approximation (Wald) CI,NA,SR/(M+SL),success,0,1,
schacter_1996,Architecture,Professionals,Architects,Librarians,1i_3pt,S/M,148,33,115,80,9,71,22.2972972972973,11.25,OR,1.0346511573258947,2.263768115942029,4.938188881380551,3.51,0.06084410716110182,NA,Score,NA,SR/(M+SL),success,0,1,
schacter_1996,Architecture,Professionals,Architects,Librarians,1i_3pt,S/M,148,33,115,80,9,71,22.2972972972973,11.25,RR,0.9990703598662487,1.981981981981982,3.9319078362279947,NA,NA,FALSE,Unconditional MLE & normal approximation (Wald) CI,NA,SR/(M+SL),success,0,1,
schacter_1996,Architecture,Professionals,Architects,Dentists,1i_3pt,S/M,148,34,114,132,16,116,22.972972972972975,12.121212121212121,OR,1.1366975618307662,2.1622807017543857,4.109085127807023,4.89,0.02707508795485605,NA,Score,NA,SR/(M+SL),success,0,1,
schacter_1996,Architecture,Professionals,Architects,Dentists,1i_3pt,S/M,148,34,114,132,16,116,22.972972972972975,12.121212121212121,RR,1.0979575312936987,1.8952702702702704,3.2715740773123643,NA,NA,FALSE,Unconditional MLE & normal approximation (Wald) CI,NA,SR/(M+SL),success,0,1,
schacter_1996,Architecture,Professionals,Architects,Orthodontists,1i_3pt,S/M,148,33,115,211,27,184,22.2972972972973,12.796208530805686,OR,1.120298302115476,1.9555555555555555,3.410142768668328,4.98,0.025654180069216777,NA,Score,NA,SR/(M+SL),success,0,1,
schacter_1996,Architecture,Professionals,Architects,Orthodontists,1i_3pt,S/M,148,33,115,211,27,184,22.2972972972973,12.796208530805686,RR,1.0965303911700695,1.7424924924924927,2.7689885395267435,NA,NA,FALSE,Unconditional MLE & normal approximation (Wald) CI,NA,SR/(M+SL),success,0,1,
schacter_1996,Architecture,Professionals,Architects,Accountants,1i_3pt,S/M,148,35,113,125,20,105,23.64864864864865,16,OR,0.8861526686611887,1.6261061946902655,2.9809533617095143,2.01,0.15608556828252748,NA,Score,NA,SR/(M+SL),success,0,1,
schacter_1996,Architecture,Professionals,Architects,Accountants,1i_3pt,S/M,148,35,113,125,20,105,23.64864864864865,16,RR,0.9008645689613407,1.4780405405405406,2.425008058647628,NA,NA,FALSE,Unconditional MLE & normal approximation (Wald) CI,NA,SR/(M+SL),success,0,1,
schacter_1996,Architecture,Professionals,Architects,Psychiatrists,1i_3pt,S/M,148,33,115,118,17,101,22.2972972972973,14.40677966101695,OR,0.8998243016421377,1.7048593350383632,3.226898523698328,2.19,0.13926935171872507,NA,Score,NA,SR/(M+SL),success,0,1,
schacter_1996,Architecture,Professionals,Architects,Psychiatrists,1i_3pt,S/M,148,33,115,118,17,101,22.2972972972973,14.40677966101695,RR,0.908442485241791,1.5476947535771064,2.6367756783331764,NA,NA,FALSE,Unconditional MLE & normal approximation (Wald) CI,NA,SR/(M+SL),success,0,1,
schacter_1996,Architecture,Professionals,Architects,Lawyers,1i_3pt,S/M,148,36,112,105,22,83,24.324324324324326,20.952380952380953,OR,0.6661501881852987,1.2126623376623376,2.2053298045631147,0.23,0.6334229616566245,NA,Score,NA,SR/(M+SL),success,0,1,
schacter_1996,Architecture,Professionals,Architects,Lawyers,1i_3pt,S/M,148,36,112,105,22,83,24.324324324324326,20.952380952380953,RR,0.7272300882708758,1.160933660933661,1.853288232742677,NA,NA,FALSE,Unconditional MLE & normal approximation (Wald) CI,NA,SR/(M+SL),success,0,1,
schacter_1996,Architecture,Professionals,Architects,Non-architects,1i_3pt,S/M,148,33,115,1048,135,913,22.2972972972973,12.881679389312978,OR,1.2685712225416794,1.9406763285024153,2.971840106122032,8.76,0.003081477636742789,NA,Score,NA,SR/(M+SL),success,1,1,
schacter_1996,Architecture,Professionals,Architects,Non-architects,1i_3pt,S/M,148,33,115,1048,135,913,22.2972972972973,12.881679389312978,RR,1.2326749720659644,1.7309309309309309,2.4305854791810333,NA,NA,FALSE,Unconditional MLE & normal approximation (Wald) CI,NA,SR/(M+SL),success,1,1,
gotestam_1990,Architecture,Students,Architecture (freshmen),HS seniors,4i_3pt,R/L,60,7,53,87,14,73,11.666666666666666,16.091954022988507,OR,0.2663716892481048,0.6886792452830189,1.7876489360091365,0.26,0.6073794573020829,NA,Score,NA,(SR+MR)/(SL+ML),pref,1,0,
gotestam_1990,Architecture,Students,Architecture (freshmen),HS seniors,4i_3pt,R/L,60,7,53,87,14,73,11.666666666666666,16.091954022988507,RR,0.31125123243397385,0.725,1.6887483332664441,NA,NA,FALSE,Unconditional MLE & normal approximation (Wald) CI,NA,(SR+MR)/(SL+ML),pref,1,0,
gotestam_1990,Music,Students,Music (freshmen),HS seniors,4i_3pt,R/L,88,13,75,87,14,73,14.772727272727273,16.091954022988507,OR,0.40208588757438884,0.9038095238095238,2.0315849935859043,0,0.9742425006005633,NA,Score,NA,(SR+MR)/(SL+ML),pref,1,0,
gotestam_1990,Music,Students,Music (freshmen),HS seniors,4i_3pt,R/L,88,13,75,87,14,73,14.772727272727273,16.091954022988507,RR,0.4584721014462879,0.9180194805194806,1.8381920381953492,NA,NA,FALSE,Unconditional MLE & normal approximation (Wald) CI,NA,(SR+MR)/(SL+ML),pref,1,0,
gotestam_1990,Architecture,Students,Architecture (freshmen),HS seniors,4i_3pt,S/M,60,45,15,87,69,18,75,79.3103448275862,OR,0.3602012540648349,0.7826086956521738,1.6986740026570253,0.17,0.678506486761815,NA,Score,NA,(SR+SL)/M,pref,1,0,
gotestam_1990,Architecture,Students,Architecture (freshmen),HS seniors,4i_3pt,S/M,60,45,15,87,69,18,75,79.3103448275862,RR,0.7888698837546644,0.9456521739130435,1.133593831431618,NA,NA,FALSE,Unconditional MLE & normal approximation (Wald) CI,NA,(SR+SL)/M,pref,1,0,
gotestam_1990,Music,Students,Music (freshmen),HS seniors,4i_3pt,S/M,88,65,23,87,69,18,73.86363636363636,79.3103448275862,OR,0.36646580125752326,0.7372400756143668,1.4846308991289554,0.45,0.5015247081209606,NA,Score,NA,(SR+SL)/M,pref,1,0,
gotestam_1990,Music,Students,Music (freshmen),HS seniors,4i_3pt,S/M,88,65,23,87,69,18,73.86363636363636,79.3103448275862,RR,0.7902876459600486,0.9313241106719368,1.0975302518682188,NA,NA,FALSE,Unconditional MLE & normal approximation (Wald) CI,NA,(SR+SL)/M,pref,1,0,
wood_1991,Architecture,Students,Architecture students (M),General students (M),0-split,R/L,78,9,69,221,28,193,11.538461538461538,12.669683257918551,OR,0.41009696052266625,0.8990683229813665,1.974999532741936,0,0.9514684627728944,NA,Score,NA,SR/SL,pref,1,0,
wood_1991,Architecture,Students,Architecture students (M),General students (M),0-split,R/L,78,9,69,221,28,193,11.538461538461538,12.669683257918551,RR,0.44987462402926504,0.9107142857142858,1.8436259035364664,NA,NA,FALSE,Unconditional MLE & normal approximation (Wald) CI,NA,SR/SL,pref,1,0,
wood_1991,Architecture,Students,Architecture students (W),General students (W),Writing hand,R/L,27,1,26,149,22,127,3.7037037037037033,14.76510067114094,OR,0.0366109225183829,0.22202797202797203,1.3695693528676298,1.58,0.20812020889393532,NA,Score,NA,SR/SL,pref,1,0,
wood_1991,Architecture,Students,Architecture students (W),General students (W),Writing hand,R/L,27,1,26,149,22,127,3.7037037037037033,14.76510067114094,RR,0.035275442685920914,0.2508417508417508,1.783722022302732,NA,NA,FALSE,Unconditional MLE & normal approximation (Wald) CI,NA,SR/SL,pref,1,0,
wood_1991,Architecture,Students,Architecture students (W),General students (W),Writing hand,S/M,27,2,25,149,2,147,7.4074074074074066,1.342281879194631,OR,0.9852025923255048,5.880000000000001,35.16391820754979,1.55,0.21350871733089263,NA,Score,NA,(SR+SL)/M,pref,1,0,
wood_1991,Architecture,Students,Architecture students (W),General students (W),Writing hand,S/M,27,2,25,149,2,147,7.4074074074074066,1.342281879194631,RR,0.8117990820938911,5.518518518518518,37.51426591993803,NA,NA,FALSE,Unconditional MLE & normal approximation (Wald) CI,NA,(SR+SL)/M,pref,1,0,
aggleton_1994,Music,Professionals,Instrumental musicians,British adults,EHI,R/L,623,76,547,1538,129,1409,12.199036918138042,8.387516254876463,OR,1.1240069079492454,1.5175658631294022,2.0489252625124252,7.06,0.007862202442616522,NA,Score,NA,0-split,success,1,0,
aggleton_1994,Music,Professionals,Instrumental musicians,British adults,EHI,R/L,623,76,547,1538,129,1409,12.199036918138042,8.387516254876463,RR,1.1128427544794424,1.4544278124105663,1.9008617821328166,NA,NA,FALSE,Unconditional MLE & normal approximation (Wald) CI,NA,0-split,success,1,0,
aggleton_1994,Music,Professionals,Composers,British adults,EHI,R/L,331,36,295,1538,129,1409,10.876132930513595,8.387516254876463,OR,0.903213257329337,1.3329128892392592,1.9670401822416261,1.8,0.17994899487500116,NA,Score,NA,0-split,success,1,0,
aggleton_1994,Music,Professionals,Composers,British adults,EHI,R/L,331,36,295,1538,129,1409,10.876132930513595,8.387516254876463,RR,0.9139257246535564,1.2967048408627835,1.8398031688563803,NA,NA,FALSE,Unconditional MLE & normal approximation (Wald) CI,NA,0-split,success,1,0,
aggleton_1994,Music,Professionals,Choir Members,British adults,EHI,R/L,584,73,511,1538,129,1409,12.5,8.387516254876463,OR,1.151087570632106,1.5603543743078627,2.1151351430931458,7.84,0.005108231028341062,NA,Score,NA,0-split,success,1,0,
aggleton_1994,Music,Professionals,Choir Members,British adults,EHI,R/L,584,73,511,1538,129,1409,12.5,8.387516254876463,RR,1.1367764507554492,1.4903100775193798,1.953791465049993,NA,NA,FALSE,Unconditional MLE & normal approximation (Wald) CI,NA,0-split,success,1,0,
aggleton_1994,Music,Professionals,Musicians,British adults,EHI,R/L,1538,185,1353,1538,129,1409,12.028608582574773,8.387516254876463,OR,1.1780494677477087,1.4934655689051606,1.8933325522989704,10.73,0.0010547063611074526,NA,Score,NA,0-split,success,0,0,
aggleton_1994,Music,Professionals,Musicians,British adults,EHI,R/L,1538,185,1353,1538,129,1409,12.028608582574773,8.387516254876463,RR,1.1584972045137927,1.4341085271317828,1.7752889343010976,NA,NA,FALSE,Unconditional MLE & normal approximation (Wald) CI,NA,0-split,success,0,0,
aggleton_1994,Music,Professionals,Instrumental musicians,British adults,EHI,S/M,623,102,521,1538,169,1369,16.37239165329053,10.988296488946684,OR,1.2164474023854435,1.5859123896921032,2.0675929784113936,11.23,8.034168413288397e-4,NA,Score,NA,(SR+SL)/(ML+MR),success,1,0,
aggleton_1994,Music,Professionals,Instrumental musicians,British adults,EHI,S/M,623,102,521,1538,169,1369,16.37239165329053,10.988296488946684,RR,1.1868794531225861,1.4899845185065583,1.870496502023381,NA,NA,FALSE,Unconditional MLE & normal approximation (Wald) CI,NA,(SR+SL)/(ML+MR),success,1,0,
aggleton_1994,Music,Professionals,Composers,British adults,EHI,S/M,331,52,279,1538,169,1369,15.709969788519636,10.988296488946684,OR,1.0787244594209204,1.5097877033360905,2.1131057975347303,5.38,0.02036726208125058,NA,Score,NA,(SR+SL)/(ML+MR),success,1,0,
aggleton_1994,Music,Professionals,Composers,British adults,EHI,S/M,331,52,279,1538,169,1369,15.709969788519636,10.988296488946684,RR,1.0727593636940098,1.4297002091564026,1.9054065219466099,NA,NA,FALSE,Unconditional MLE & normal approximation (Wald) CI,NA,(SR+SL)/(ML+MR),success,1,0,
aggleton_1994,Music,Professionals,Choir Members,British adults,EHI,S/M,584,92,492,1538,169,1369,15.753424657534246,10.988296488946684,OR,1.1514548519717658,1.5147447924183384,1.9926545814883043,8.47,0.003603165843428753,NA,Score,NA,(SR+SL)/(ML+MR),success,1,0,
aggleton_1994,Music,Professionals,Choir Members,British adults,EHI,S/M,584,92,492,1538,169,1369,15.753424657534246,10.988296488946684,RR,1.1329601338396482,1.4336548593661345,1.8141558510257643,NA,NA,FALSE,Unconditional MLE & normal approximation (Wald) CI,NA,(SR+SL)/(ML+MR),success,1,0,
aggleton_1994,Music,Professionals,Musicians,British adults,EHI,S/M,1538,246,1292,1538,169,1369,15.99479843953186,10.988296488946684,OR,1.2499071191159927,1.5423727261069486,1.9032723230835629,16.09,6.044411092985141e-5,NA,Score,NA,(SR+SL)/(ML+MR),success,0,0,
aggleton_1994,Music,Professionals,Musicians,British adults,EHI,S/M,1538,246,1292,1538,169,1369,15.99479843953186,10.988296488946684,RR,1.212653290701675,1.455621301775148,1.7472705433847138,NA,NA,FALSE,Unconditional MLE & normal approximation (Wald) CI,NA,(SR+SL)/(ML+MR),success,0,0,
quinan_1922,Music,Professionals,Violin/violists,Machinists,1i_2pt,R/L,40,2,38,100,4,96,5,4,OR,0.25899388569483145,1.263157894736842,6.234974761675985,0,0.999999999999999,NA,Score,NA,R/L,success,0,0,
quinan_1922,Music,Professionals,Violin/violists,Machinists,1i_2pt,R/L,40,2,38,100,4,96,5,4,RR,0.23831632805279243,1.25,6.5564118613554285,NA,NA,FALSE,Unconditional MLE & normal approximation (Wald) CI,NA,R/L,success,0,0,
quinan_1922,Music,Professionals,Cello/bassists,Machinists,1i_2pt,R/L,24,2,22,100,4,96,8.333333333333332,4,OR,0.4380612117379657,2.181818181818182,11.053037159989325,0.13,0.7197537064496933,NA,Score,NA,R/L,success,0,0,
quinan_1922,Music,Professionals,Cello/bassists,Machinists,1i_2pt,R/L,24,2,22,100,4,96,8.333333333333332,4,RR,0.4049867169844435,2.083333333333333,10.717086748167342,NA,NA,FALSE,Unconditional MLE & normal approximation (Wald) CI,NA,R/L,success,0,0,
quinan_1922,Music,Professionals,Piano/Organists,Machinists,1i_2pt,R/L,18,2,16,100,4,96,11.11111111111111,4,OR,0.5921860616870382,3,15.56690187161066,0.46,0.4955518464068693,NA,Score,NA,R/L,success,0,0,
quinan_1922,Music,Professionals,Piano/Organists,Machinists,1i_2pt,R/L,18,2,16,100,4,96,11.11111111111111,4,RR,0.5488941582104686,2.7777777777777777,14.057444895883542,NA,NA,FALSE,Unconditional MLE & normal approximation (Wald) CI,NA,R/L,success,0,0,
quinan_1922,Music,Professionals,Flute/Oboists,Machinists,1i_2pt,R/L,10,0,10,100,4,96,0,4,OR,0,0,10.27681589085992,0,0.9999999999999946,NA,Score,NA,R/L,success,0,0,
quinan_1922,Music,Professionals,Flute/Oboists,Machinists,1i_2pt,R/L,10,0,10,100,4,96,0,4,RR,0,0,NA,NA,NA,FALSE,Unconditional MLE & normal approximation (Wald) CI,NA,R/L,success,0,0,
quinan_1922,Music,Professionals,Trombonists,Machinists,1i_2pt,R/L,8,2,6,100,4,96,25,4,OR,1.4289570172809767,8,47.413632020837525,2.87,0.09042648165379112,NA,Score,NA,R/L,success,0,0,
quinan_1922,Music,Professionals,Trombonists,Machinists,1i_2pt,R/L,8,2,6,100,4,96,25,4,RR,1.343851530896647,6.25,29.067571157906606,NA,NA,FALSE,Unconditional MLE & normal approximation (Wald) CI,NA,R/L,success,0,0,
quinan_1922,Music,Professionals,Instrumental musicians,Machinists,1i_2pt,R/L,100,8,92,100,4,96,8,4,OR,0.6414261346974062,2.0869565217391304,6.756313050347405,0.8,0.37173026702997414,NA,Score,NA,R/L,success,1,0,
quinan_1922,Music,Professionals,Instrumental musicians,Machinists,1i_2pt,R/L,100,8,92,100,4,96,8,4,RR,0.6221113773813058,2,6.429716840796999,NA,NA,FALSE,Unconditional MLE & normal approximation (Wald) CI,NA,R/L,success,1,0,
fry_1990,Music,Students,Music theory/composition,Microbiology,0-split,R/L,31,6,25,67,5,62,19.35483870967742,7.462686567164178,OR,0.8718272868610906,2.976,10.14848744134115,1.93,0.1644421820232748,NA,Score,NA,R/L,pref,0,0,
fry_1990,Music,Students,Music theory/composition,Microbiology,0-split,R/L,31,6,25,67,5,62,19.35483870967742,7.462686567164178,RR,0.8565860643884369,2.5935483870967744,7.852676474505437,NA,NA,FALSE,Unconditional MLE & normal approximation (Wald) CI,NA,R/L,pref,0,0,
fry_1990,Music,Students,Music theory/composition,Accounting,0-split,R/L,31,6,25,54,5,49,19.35483870967742,9.25925925925926,OR,0.6835373153354364,2.352,8.084968440480274,1,0.31774502527773696,NA,Score,NA,R/L,pref,0,0,
fry_1990,Music,Students,Music theory/composition,Accounting,0-split,R/L,31,6,25,54,5,49,19.35483870967742,9.25925925925926,RR,0.6947093548196431,2.0903225806451613,6.2896065251480895,NA,NA,FALSE,Unconditional MLE & normal approximation (Wald) CI,NA,R/L,pref,0,0,
fry_1990,Music,Students,Music theory/composition,Industrial Design,0-split,R/L,31,6,25,44,5,39,19.35483870967742,11.363636363636363,OR,0.5386293078959117,1.872,6.493121855574584,0.4,0.5274571643730327,NA,Score,NA,R/L,pref,0,0,
fry_1990,Music,Students,Music theory/composition,Industrial Design,0-split,R/L,31,6,25,44,5,39,19.35483870967742,11.363636363636363,RR,0.5702427783584757,1.7032258064516128,5.087268542205167,NA,NA,FALSE,Unconditional MLE & normal approximation (Wald) CI,NA,R/L,pref,0,0,
fry_1990,Music,Students,Music theory/composition,Landscape Architecture,0-split,R/L,31,6,25,32,5,27,19.35483870967742,15.625,OR,0.3655170063348104,1.296,4.581420792747156,0,0.9537857269354211,NA,Score,NA,R/L,pref,0,0,
