Cites	Authors	Title	Title - Relevant?	Year	Source	Publisher	CitesURL	GSRank	QueryDate	Type	DOI	ISSN	CitationURL	Volume	Issue	StartPage	EndPage	ECC	CitesPerYear	CitesPerAuthor	AuthorCount	Age	Abstract	ArticleURL	FullTextURL	Abstract - Relevant?	Unique?	RAT? (Does the study include new RAT data?)	Lefties? (Were at least 3 lefties given the RAT?)	Stats - can get ES for left vs. right?	Text - Relevant?	Details	RelatedURL
144	A Aguilar-Alonso	Personality and creativity	1	1996	Personality and individual differences	Elsevier	https://scholar.google.com/scholar?cites=13426236161047473102&as_sdt=2005&sciodt=2007&hl=en	102	2023-05-22 16:25:38									144	5.33	144	1	27	… strength exhibited the highest level of evaluated creativity in the solutions that they proposed for an engineering problem, and also the highest scores on the Remote Associates Test. …	https://www.sciencedirect.com/science/article/pii/S0191886996001626		1	1	0			0		https://scholar.google.com/scholar?q=related:ziu9OaeSU7oJ:scholar.google.com/&scioq=%22remote+associates+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007
17	RE Propper, K Dodd, SD Christman…	Relationship between sustained unilateral hand clench, emotional state, line bisection performance, and prefrontal cortical activity: A functional near-infrared …	1	2017	… : Asymmetries of Body …	Taylor &Francis	https://scholar.google.com/scholar?cites=13403245881877046156&as_sdt=2005&sciodt=2007&hl=en	105	2023-05-22 16:25:38		10.1080/1357650X.2016.1268148							17	2.83	4	4	6	… Because of the exploratory nature of the current study, we restricted our sample to only moderate to strong right-handers, who exhibit lesser variability in lateralization. As a result, this …	https://www.tandfonline.com/doi/abs/10.1080/1357650X.2016.1268148	https://digitalcommons.montclair.edu/cgi/viewcontent.cgi?article=1413&context=psychology-facpubs	1	1	0			0	Squeezeball with fNIRS	https://scholar.google.com/scholar?q=related:jKN_uh3lAboJ:scholar.google.com/&scioq=%22remote+associates+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007
14	M Marko, I Riečanský	The structure of semantic representation shapes controlled semantic retrieval	1	2021	Memory	Taylor &Francis	https://scholar.google.com/scholar?cites=3148525043025296742&as_sdt=2005&sciodt=2007&hl=en	120	2023-05-22 16:25:38		10.1080/09658211.2021.1906905							14	7	7	2	2	… Finally, five left-handed participants were excluded from the … and representation in left-handers is more flexible (Faust &… -handers in our sample, and since participants’ handedness was …	https://www.tandfonline.com/doi/abs/10.1080/09658211.2021.1906905	https://www.tandfonline.com/doi/pdf/10.1080/09658211.2021.1906905	1	1	0			0		https://scholar.google.com/scholar?q=related:Zr3xU9jOsSsJ:scholar.google.com/&scioq=%22remote+associates+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007
443	N Mashal, M Faust, T Hendler, M Jung-Beeman	An fMRI investigation of the neural correlates underlying the processing of novel metaphoric expressions	1	2007	Brain and language	Elsevier	https://scholar.google.com/scholar?cites=2940206686220495021&as_sdt=2005&sciodt=2007&hl=en	122	2023-05-22 16:25:38	HTML								443	27.69	111	4	16	The neural networks associated with processing related pairs of words forming literal, novel, and conventional metaphorical expressions and unrelated pairs of words were studied in a …	https://www.sciencedirect.com/science/article/pii/S0093934X05003093	https://www.sciencedirect.com/science/article/pii/S0093934X05003093	1	1	0			0		https://scholar.google.com/scholar?q=related:rahmOme2zSgJ:scholar.google.com/&scioq=%22remote+associates+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007
1	SJ Shuman	The role of hope and expectations in performance outcomes	1	2006		search.proquest.com	https://scholar.google.com/scholar?cites=13857159827151578518&as_sdt=2005&sciodt=2007&hl=en	126	2023-05-22 16:25:38	BOOK								1	0.06	1	1	17	… Results Seventy-six participants reported their right hand as their dominant hand, eight participants reported being left-handed, and one was ambidextrous. Four students reported …	https://search.proquest.com/openview/a8027932b913fe115a01e38268ccc0ab/1?pq-origsite=gscholar&cbl=18750&diss=y	https://search.proquest.com/openview/a8027932b913fe115a01e38268ccc0ab/1?pq-origsite=gscholar&cbl=18750&diss=y	1	1	0			0		https://scholar.google.com/scholar?q=related:luUuxXGFTsAJ:scholar.google.com/&scioq=%22remote+associates+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007
0	HG Belanger	The effects of high versus low imagery humor on spatial and verbal problem solving	1	1994		scholarworks.wm.edu		129	2023-05-22 16:25:38	PDF								0	0	0	1	29	… Additional experiments using a Remote Associates Test rather than Duncker's candle task were conducted using a gift of candy to induce positive affect in one study, and using a …	https://scholarworks.wm.edu/cgi/viewcontent.cgi?article=5620&context=etd	https://scholarworks.wm.edu/cgi/viewcontent.cgi?article=5620&context=etd	1	1	0			0		https://scholar.google.com/scholar?q=related:aBTi9g_t-HkJ:scholar.google.com/&scioq=%22remote+associates+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007
0	T Kanatschnig, C Rominger, A Fink, G Wood, SE Kober	Sensorimotor cortex activity during basketball dribbling and its relation to creativity	1	2023	Plos one	journals.plos.org		131	2023-05-22 16:25:38	HTML								0	0	0	5	1	… Handedness of our participants was assessed by means of a modified version of the Edinburgh Handedness … [15] applied a different task, namely the Remote Associates Test (RAT), to …	https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0284122	https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0284122	1	1	0			0	Gave TTCT, all righties	
0	M Blagrove	Blagrove, M.(2007). Dreaming and Personality. In D. Barrett &P. McNamara (Eds.) The new science of dreaming, volume 2: Content, recall, and personality …	1		researchgate.net			138	2023-05-22 16:25:38	DOC								0	0	0	1		… Bone and Corlett (1968) found that frequency of dream recall correlated with a creativity score on the remote associates test, a test in which participants are given three words and must …	https://www.researchgate.net/profile/Mark-Blagrove/publication/232572782_Dreaming_and_personality/links/56e2c78708aee974628c1ed6/Dreaming-and-personality	https://www.researchgate.net/profile/Mark-Blagrove/publication/232572782_Dreaming_and_personality/links/56e2c78708aee974628c1ed6/Dreaming-and-personality	1	1	0			0		https://scholar.google.com/scholar?q=related:zoLT3n7_EusJ:scholar.google.com/&scioq=%22remote+associates+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007
3	S Virtue, M Schutzenhofer…	Hemispheric processing of predictive inferences during reading: The influence of negatively emotional valenced stimuli	1	2017	Laterality: Asymmetries of …	Taylor &Francis	https://scholar.google.com/scholar?cites=1392230155314956581&as_sdt=2005&sciodt=2007&hl=en	142	2023-05-22 16:25:38		10.1080/1357650X.2016.1218890							3	0.5	1	3	6	… These participants were right-handed, as assessed by the Edinburgh Handedness Scale (… 2000), generate relations between items on the Remote Associates Test (Mednick, 1962), and …	https://www.tandfonline.com/doi/abs/10.1080/1357650X.2016.1218890	https://www.researchgate.net/profile/Blaine-Tomkins/publication/306269240_Hemispheric_processing_of_predictive_inferences_during_reading_The_influence_of_negatively_emotional_valenced_stimuli/links/5f5a59284585154dbbc860ca/Hemispheric-processing-of-predictive-inferences-during-reading-The-influence-of-negatively-emotional-valenced-stimuli.pdf	1	1	0			0		https://scholar.google.com/scholar?q=related:JYkiLfMxUhMJ:scholar.google.com/&scioq=%22remote+associates+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007
1	BA Sundermeier	Priming of semantic relations and anagram solutions: An investigation of cerebral asymmetries, state of arousal and schizotypy	1	2004		search.proquest.com	https://scholar.google.com/scholar?cites=3093366429366720644&as_sdt=2005&sciodt=2007&hl=en	143	2023-05-22 16:25:38	BOOK								1	0.05	1	1	19	… Handedness was assessed by a version of the Edinburgh Handedness Inventory (Oldfield, 1971). Students participated in the experiment between the hours 9am and 9pm, and 90% of …	https://search.proquest.com/openview/dbd5bcaf745bccde0723b1b125c8bf1c/1?pq-origsite=gscholar&cbl=18750&diss=y	https://search.proquest.com/openview/dbd5bcaf745bccde0723b1b125c8bf1c/1?pq-origsite=gscholar&cbl=18750&diss=y	1	1	0			0		https://scholar.google.com/scholar?q=related:hJiFzmDY7SoJ:scholar.google.com/&scioq=%22remote+associates+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007
3	KJ Eskine, SB Kaufman	Grounding creative giftedness in the body	1	2013	Creatively Gifted Students are not like Other …	brill.com	https://scholar.google.com/scholar?cites=11714481590164945062&as_sdt=2005&sciodt=2007&hl=en	154	2023-05-22 16:25:38									3	0.3	2	2	10	… All participants were then given a commonly used measure of creativity (Remote Associates Test (RAT) Mednick, Mednick, &Mednick, 1964). Here, participants are given three words (…	https://brill.com/downloadpdf/book/edcoll/9789462091498/BP000012.pdf	http://scottbarrykaufman.com/wp-content/uploads/2012/09/Eskine-Kaufman-in-press.pdf	1	1	0			0		https://scholar.google.com/scholar?q=related:pniitfAykqIJ:scholar.google.com/&scioq=%22remote+associates+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007
0	A Prifitera	Information processing of the cerebral hemispheres in schizophrenia and mania	1	1983		search.proquest.com		160	2023-05-22 16:25:38	BOOK								0	0	0	1	40	… approximately 95% of right-handers and 70% of left-handers have their speech centers in … and peers and scored higher on the Remote Associates Test which is a measure of creativity. …	https://search.proquest.com/openview/b3981fca4ef41707a52a4d8f53ced28d/1?pq-origsite=gscholar&cbl=18750&diss=y	https://search.proquest.com/openview/b3981fca4ef41707a52a4d8f53ced28d/1.pdf?pq-origsite=gscholar&cbl=18750&diss=y	1	1	0			0		https://scholar.google.com/scholar?q=related:ogmHLhrjpYgJ:scholar.google.com/&scioq=%22remote+associates+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007
0	LANN GRAY	A Study of the Effects of Suggestopedy Upon Students in the Sixth Grade General Music Classes	1	1985		search.proquest.com		166	2023-05-22 16:25:38	BOOK								0	0	0	1	38	… ... in right handers the left cerebral hemisphere, (which controls the dominant right arm, leg, foot, eye) is the center where linguistic expressions and logical thought processes originate. …	https://search.proquest.com/openview/00a473c07ec181d207437773b84a9e2b/1?pq-origsite=gscholar&cbl=18750&diss=y	https://search.proquest.com/openview/00a473c07ec181d207437773b84a9e2b/1?pq-origsite=gscholar&cbl=18750&diss=y	1	1	0			0		https://scholar.google.com/scholar?q=related:Qq11Yuodd4AJ:scholar.google.com/&scioq=%22remote+associates+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007
2	M Marko, I Riečanský	Differential effects of executive load on automatic versus controlled semantic memory retrieval	1	2023	Memory &Cognition	Springer	https://scholar.google.com/scholar?cites=6511084461094812537&as_sdt=2005&sciodt=2007&hl=en	167	2023-05-22 16:25:38	HTML	10.3758/s13421-022-01388-x							2	2	1	2	1	… The final sample thus included 63 participants (25 males; mean age = 22.89 years, SD = 2.84, range: 19–31 years; two participants were left-handed). None of the participants reported …	https://link.springer.com/article/10.3758/s13421-022-01388-x	https://link.springer.com/article/10.3758/s13421-022-01388-x	1	1	0			0		https://scholar.google.com/scholar?q=related:eTsf9tEEXFoJ:scholar.google.com/&scioq=%22remote+associates+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007
0	C Wild	Contributions of the left and right hemisphere in language: investigating the effects of unilateral brain damage (stroke) on metaphor processing	1	2012		etheses.whiterose.ac.uk		187	2023-05-22 16:25:38	BOOK								0	0	0	1	11	… Using the remote associates test with 18 healthy adults, and a within subjects design, they showed a significant overall effect of stimulation condition, with anodal stimulation at 1mA …	https://etheses.whiterose.ac.uk/3134/	https://etheses.whiterose.ac.uk/3134/1/Thesis_FINAL_post_viva_version_Celia_Wild_2012.pdf	1	1	0			0		https://scholar.google.com/scholar?q=related:6PRRRw2706IJ:scholar.google.com/&scioq=%22remote+associates+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007
3	DE Humphrey, AS McKay, R Primi…	Self-reported drug use and creativity:(Re) establishing layperson myths	1	2014	Imagination …	journals.sagepub.com	https://scholar.google.com/scholar?cites=6702724369392638795&as_sdt=2005&sciodt=2007&hl=en	188	2023-05-22 16:25:38	PDF	10.2190/IC.34.2.f							3	0.33	1	4	9	… in fact increase creativity in males on the Remote Associates Test (RAT). Participants who drank … proneness and nonright-handedness among creative artists compared to same age and …	https://journals.sagepub.com/doi/pdf/10.2190/IC.34.2.f	https://journals.sagepub.com/doi/pdf/10.2190/IC.34.2.f	1	1	0			0		https://scholar.google.com/scholar?q=related:S5sAKU3cBF0J:scholar.google.com/&scioq=%22remote+associates+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007
0	MS GREENBERG	Conjugate Lateral Eye Movements and Patterns of Dream Recall	1	1981		search.proquest.com		194	2023-05-22 16:25:38	BOOK								0	0	0	1	42	… ratings and high scores on both the Remote Associates Test and the Alternative Uses Test) … The discussion will center on the phenomenon of handedness, and on the two independent …	https://search.proquest.com/openview/0ecadb0a40c08f10f8641761bfcf9163/1?pq-origsite=gscholar&cbl=18750&diss=y	https://search.proquest.com/openview/0ecadb0a40c08f10f8641761bfcf9163/1?pq-origsite=gscholar&cbl=18750&diss=y	1	1	0			0		https://scholar.google.com/scholar?q=related:xMbUwqzqatIJ:scholar.google.com/&scioq=%22remote+associates+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007
10	MB Rappaport, C Corbally	The human hearth and the dawn of morality	1	2016	Zygon®	Wiley Online Library	https://scholar.google.com/scholar?cites=5844261763545590168&as_sdt=2005&sciodt=2007&hl=en	201	2023-05-22 16:25:38		10.1111/zygo.12299							10	1.43	5	2	7	… Knuckles are harshly rapped for some left-handed writers, and in slave and rigidly gender-… of sleep on creativity using the Remote Associates Test with human subjects. The suggestion …	https://onlinelibrary.wiley.com/doi/abs/10.1111/zygo.12299	https://onlinelibrary.wiley.com/doi/pdf/10.1111/zygo.12299	1	1	0			0		https://scholar.google.com/scholar?q=related:mGmIFhz9GlEJ:scholar.google.com/&scioq=%22remote+associates+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007
0	M Marko, D Michalko, A Kubinec, I Riečanský	Measuring semantic memory using associative and dissociative retrieval tasks	1	2023		psyarxiv.com		205	2023-05-22 16:25:38	PDF								0	0	0	4	1	… The sample comprised of 82.8% right-handers, 11.1% mixed-handers, and 6.1% left-handers as indicated by the short-form Edinburgh handedness inventory (Veale, 2014). Upon …	https://psyarxiv.com/wtqxe/download?format=pdf	https://psyarxiv.com/wtqxe/download?format=pdf	1	1	0			0		
82	B Colombo, N Bartesaghi, L Simonelli…	The combined effects of neurostimulation and priming on creative thinking. A preliminary tDCS study on dorsolateral prefrontal cortex	1	2015	Frontiers in human …	frontiersin.org	https://scholar.google.com/scholar?cites=5146078768935223136&as_sdt=2005&sciodt=2007&hl=en	208	2023-05-22 16:25:38	HTML	10.3389/fnhum.2015.00403							82	10.25	21	4	8	Frontiers | The combined effects of neurostimulation and priming on creative thinking. A preliminary tDCS study on dorsolateral prefrontal cortex | Human Neuroscience Impact Factor …	https://www.frontiersin.org/articles/10.3389/fnhum.2015.00403/full	https://www.frontiersin.org/articles/10.3389/fnhum.2015.00403/full	1	1	0			0		https://scholar.google.com/scholar?q=related:YD-QEGCLakcJ:scholar.google.com/&scioq=%22remote+associates+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007
0	LM Gibson	Verbal Creativity and Ambiguity Resolution in the Cerebral Hemispheres	1	2013		kuscholarworks.ku.edu		209	2023-05-22 16:25:38									0	0	0	1	10	… moment (eg as is found in the remote associates test) that might be more amenable to the requirement of time locking to an event. There have been a limited number of experiments …	https://kuscholarworks.ku.edu/handle/1808/13005	https://kuscholarworks.ku.edu/bitstream/handle/1808/13005/Gibson_ku_0099D_13204_DATA_1.pdf?sequence=1&isAllowed=y	1	1	1	0		0		https://scholar.google.com/scholar?q=related:rzIi0guj-sAJ:scholar.google.com/&scioq=%22remote+associates+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007
0	АА Князева	Neuromyths endorsement among teachers and the general population: магистерская диссертация по направлению подготовки: 37.04. 01-Психология	1	2021		vital.lib.tsu.ru		218	2023-05-22 16:25:38	PDF								0	0	0	1	2	… linking the specific hemisphere to a certain handedness, … on a particular individual than handedness direction. This finding … Left-handers and right-handers did not vary on any of the …	https://vital.lib.tsu.ru/vital/access/services/Download/vital:14728/SOURCE01	https://vital.lib.tsu.ru/vital/access/services/Download/vital:14728/SOURCE01	1	1	0			0		https://scholar.google.com/scholar?q=related:VCE3aXgSPvYJ:scholar.google.com/&scioq=%22remote+associates+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007
0	MCS DeSelms	A study of creativity in college foreign-language and English-as-a-second-language classes	1	1981		search.proquest.com		221	2023-05-22 16:25:38	BOOK								0	0	0	1	42	… Roweton sees Mednick's Remote Associates Test (RAT) as experimentally confronting the idea of "incubation" defined as "a stage of the process during which no active attempts at …	https://search.proquest.com/openview/13f3c1b77ba7e3585ef769622ab24899/1?pq-origsite=gscholar&cbl=18750&diss=y	https://search.proquest.com/openview/13f3c1b77ba7e3585ef769622ab24899/1?pq-origsite=gscholar&cbl=18750&diss=y	1	1	0			0		https://scholar.google.com/scholar?q=related:vUD__MIVad4J:scholar.google.com/&scioq=%22remote+associates+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007
6	JA Lopata	Creativity as a mental state: An EEG study of musical improvisation	1	2014		search.proquest.com	https://scholar.google.com/scholar?cites=15484085400762801058&as_sdt=2005&sciodt=2007&hl=en	248	2023-05-22 16:25:38	BOOK								6	0.67	6	1	9	Researchers in cognitive neuroscience have used brain-imaging methods (eg, EEG, fMRI) to investigate the neural correlates of creative cognition and have found increased activity in …	https://search.proquest.com/openview/e41e0b2ac6dd4fbc0c696dec6c676d05/1?pq-origsite=gscholar&cbl=18750&diss=y	https://search.proquest.com/openview/e41e0b2ac6dd4fbc0c696dec6c676d05/1?pq-origsite=gscholar&cbl=18750&diss=y	1	1	0			0		https://scholar.google.com/scholar?q=related:oltHQKKF4tYJ:scholar.google.com/&scioq=%22remote+associates+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007
30	AV Kharkhurin	On the possible relationships between bilingualism, biculturalism and creativity: A cognitive perspective	1	2005		search.proquest.com	https://scholar.google.com/scholar?cites=10273228987833555683&as_sdt=2005&sciodt=2007&hl=en	255	2023-05-22 16:25:38	BOOK								30	1.67	30	1	18	This study explores the hypothesis that bilingualism and/or biculturalism encourage divergent thinking and cognitive flexibility, which together facilitate creative thought. In the cross-…	https://search.proquest.com/openview/934f25090688f3cc2d798fc21cb90048/1?pq-origsite=gscholar&cbl=18750&diss=y	https://search.proquest.com/openview/934f25090688f3cc2d798fc21cb90048/1?pq-origsite=gscholar&cbl=18750&diss=y	1	1	0			0		https://scholar.google.com/scholar?q=related:45oQpFXXkY4J:scholar.google.com/&scioq=%22remote+associates+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007
2	J Lin, Y Chen, J Xie, L Mo	Altered brain connectivity patterns of individual differences in insightful problem solving	1	2022	Frontiers in Behavioral Neuroscience	ncbi.nlm.nih.gov	https://scholar.google.com/scholar?cites=15490682326951123479&as_sdt=2005&sciodt=2007&hl=en	258	2023-05-22 16:25:38									2	2	1	4	1	… Firstly, volunteers who signed up for the study were asked to fill out the Edinburgh Handedness Inventory to assess their hand preference. Only right-handed respondents were included …	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9130958/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9130958/?utm_source=Other&utm_medium=rss&utm_content=1VajX7313RiU9iHugbeUKdzmmnUvmboaOnYm5HOLBgFOOXCsVM&ff=20220601144213&v=2.17.6	1	1	0			0		https://scholar.google.com/scholar?q=related:F9pX0oD1-dYJ:scholar.google.com/&scioq=%22remote+associates+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007
0	JW Villafuerte	Brain Signal Complexity and Creative Ability in Bilingual and Monolingual Children	1	2014		search.proquest.com		261	2023-05-22 16:25:38	BOOK								0	0	0	1	9	Childhood bilingualism has long been associated with enhanced creative performance. The neural mechanisms underlying this phenomenon, however, have yet to be characterized. …	https://search.proquest.com/openview/63297691d462e3e00c1910f9b23fced6/1?pq-origsite=gscholar&cbl=18750	https://search.proquest.com/openview/63297691d462e3e00c1910f9b23fced6/1?pq-origsite=gscholar&cbl=18750	1	1	0			0		https://scholar.google.com/scholar?q=related:cqD7-l0XUMAJ:scholar.google.com/&scioq=%22remote+associates+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007
4	PK Chadwick	A psychological study of paranoia and delusional thinking	1	1988		search.proquest.com	https://scholar.google.com/scholar?cites=12114159710872835173&as_sdt=2005&sciodt=2007&hl=en	263	2023-05-22 16:25:38	BOOK								4	0.11	4	1	35	In this thesis seven case studies of psychotic or borderline psychotic functioning were presented and an experimental study was reported and discussed involving the participation of 17 …	https://search.proquest.com/openview/db1f4959bbbcfabe5e43f3240e83b128/1?pq-origsite=gscholar&cbl=2026366&diss=y	https://search.proquest.com/openview/db1f4959bbbcfabe5e43f3240e83b128/1?pq-origsite=gscholar&cbl=2026366&diss=y	1	1	0			0		https://scholar.google.com/scholar?q=related:ZZTszhIkHqgJ:scholar.google.com/&scioq=%22remote+associates+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007
0	KT Munn	Of madness or play?: The relation of archaic thought forms in waking images to psychopathology and characteristic regressive potential	1	1989		search.proquest.com		264	2023-05-22 16:25:38	BOOK								0	0	0	1	34	Visual images produced by 116 normal undergraduates in a state of relaxed wakefulness were studied in relation to two subject variables: psychopathology and regressive potential. Ss …	https://search.proquest.com/openview/1edfcd801e4239acfa89a591c6fc53e7/1?pq-origsite=gscholar&cbl=18750&diss=y	https://search.proquest.com/openview/1edfcd801e4239acfa89a591c6fc53e7/1?pq-origsite=gscholar&cbl=18750&diss=y	1	1	0			0		https://scholar.google.com/scholar?q=related:rF0kqVa5Z9sJ:scholar.google.com/&scioq=%22remote+associates+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007
1	CM Conway	The effects of a training intervention designed to develop creativity within individuals on figural creativity and hemispheric brain dominance	1	1994		search.proquest.com	https://scholar.google.com/scholar?cites=5266976792819613570&as_sdt=2005&sciodt=2007&hl=en	268	2023-05-22 16:25:38	BOOK								1	0.03	1	1	29	… ther preferences for varıous activıtıes by respondıng to 120 1tems on the HBDI The 120 1tems are grouped into major sectıons wıthun the HBDI These are defined as Handedness (right …	https://search.proquest.com/openview/305a2b474de2fd99b73afd79cb863c08/1?pq-origsite=gscholar&cbl=18750&diss=y	https://search.proquest.com/openview/305a2b474de2fd99b73afd79cb863c08/1?pq-origsite=gscholar&cbl=18750&diss=y	1	1	0			0		https://scholar.google.com/scholar?q=related:gj89yHwPGEkJ:scholar.google.com/&scioq=%22remote+associates+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007
0	EM Frith	Creativity in Motion: Examining the Impact of Meaningful Movement on Creative Cognition	1	2020		search.proquest.com		269	2023-05-22 16:25:38	HTML								0	0	0	1	3	Introduction: Creativity is a multifaceted, effortful cognitive process. The interplay between cognitive and physical elements (eg, task-relevant gesture) that influence creative thinking …	https://search.proquest.com/openview/82b24a6c0efcd372002276d302f0da7c/1?pq-origsite=gscholar&cbl=51922&diss=y	https://search.proquest.com/openview/82b24a6c0efcd372002276d302f0da7c/1?pq-origsite=gscholar&cbl=51922&diss=y	1	1	0			0		https://scholar.google.com/scholar?q=related:z0pmRCo5hDgJ:scholar.google.com/&scioq=%22remote+associates+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007
0	IZ Falomir, AM Olteţeanu	2 nd Symposium on Problem-Solving, Creativity and Spatial Reasoning in Cognitive Systems	1	2017		academia.edu		272	2023-05-22 16:25:38	PDF								0	0	0	2	6	Cognitive scientists of the embodied cognition tradition have been providing evidence that a large part of our creative reasoning and problemsolving processes are carried out by …	https://www.academia.edu/download/58138462/ProSocrates2017.pdf	https://www.academia.edu/download/58138462/ProSocrates2017.pdf	1	1	0			0		https://scholar.google.com/scholar?q=related:kaFYPGhd9KgJ:scholar.google.com/&scioq=%22remote+associates+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007
0	Z Wilson	Bimanual tools for creativity	1	2020		essay.utwente.nl		278	2023-05-22 16:25:38									0	0	0	1	3	This project explores the implications of designing for creativity, especially the earlier stages of the creative process involving inspiration and serendipity. The rich HCI literature on …	http://essay.utwente.nl/83934/	http://essay.utwente.nl/83934/1/Wilson_MA_EEMCS.pdf	1	1	0			0		https://scholar.google.com/scholar?q=related:8-vKA8tz0voJ:scholar.google.com/&scioq=%22remote+associates+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007
0	D Gebauer	BOLD correlates of cognitive stimulation in highly creative individuals/presented by Daniela Gebauer	1		unipub.uni-graz.at			279	2023-05-22 16:25:38	PDF								0	0	0	1		First and foremost I offer my sincerest gratitude to my supervisor PD-Mag. Dr. Andreas Fink, who has supported me throughout my thesis with his guidance, dedication and knowledge …	https://unipub.uni-graz.at/obvugrhs/content/titleinfo/208186/full.pdf	https://unipub.uni-graz.at/obvugrhs/content/titleinfo/208186/full.pdf	1	1	0			0		https://scholar.google.com/scholar?q=related:8g45ENOMlVoJ:scholar.google.com/&scioq=%22remote+associates+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007
