pop,profession,creative_group,control_group,rl_sm,n_creative,n_control,PL_creative,PL_control,n_left_creative,n_left_control,h,pref_success,comparison_details,include,exclude_rnr
Painters,Art,Historical Painters,NA,R/L,500,NA,2.8,NA,14,NA,Drawing hand,success,R/L,1,0
